"X","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты.за.12.месяцев","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Университет","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"1071",NA,"Junior Software Engineer","Java","","1","0.5",700,300,"Киев","до 200 человек","Стартап","мужской",23,"Высшее","КНУСА","False","средний","Android,eCommerce","21/12/2015 13:01:53","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",1,0.5,"Киев",700,NA,"DEV"
"1072",NA,"Support","","","4","1",650,200,"Николаев","до 1000 человек","Аутсорсинговая","женский",28,"Высшее","Другой вуз","False","продвинутый","Веб-разработка","21/12/2015 13:02:09","Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0",4,1,"other",650,NA,""
"1073",NA,"Software Engineer","Ruby/Rails","","3","1",2000,400,"Львов","до 200 человек","Продуктовая","мужской",24,"Высшее","Другой вуз","False","средний","Веб-разработка","21/12/2015 13:02:11","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",3,1,"Львов",2000,NA,"DEV"
"1074",NA,"Designer","","","6","1.5",2000,100,"Харьков","до 50 человек","Аутсорсинговая","мужской",28,"Высшее","ХНУРЭ","False","средний","Android,iOS","21/12/2015 13:02:22","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.73 Safari/537.36 OPR/34.0.2036.25",6,1.5,"Харьков",2000,NA,""
"1075",NA,"Junior Software Engineer","Java","","0.5","меньше 3 месяцев",700,0,"Черновцы","до 50 человек","Аутстаффинговая","мужской",28,"Высшее","КНУ им. Шевченко","False","средний","Веб-разработка,Другое","21/12/2015 13:02:22","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0",0.5,0,"other",700,NA,"DEV"
"1076",NA,"Software Engineer","Objective-C","","4","3",1800,400,"Киев","до 200 человек","Другая","мужской",24,"Высшее","Другой вуз","False","средний","iOS","21/12/2015 13:02:50","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",4,3,"Киев",1800,NA,"DEV"
"1077",NA,"Senior Software Engineer","PHP","","6","1.5",3000,0,"Киев","до 1000 человек","Продуктовая","мужской",28,"Высшее","Другой вуз","False","ниже среднего","Веб-разработка","21/12/2015 13:02:54","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:42.0) Gecko/20100101 Firefox/42.0",6,1.5,"Киев",3000,NA,"DEV"
"1078",NA,"Software Engineer","PHP","","3","меньше 3 месяцев",1700,200,"Харьков","до 50 человек","Аутсорсинговая","мужской",30,"Высшее","НТУ «ХПИ»","False","ниже среднего","Веб-разработка","21/12/2015 13:02:54","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",3,0,"Харьков",1700,NA,"DEV"
"1079",NA,"Senior Software Engineer","PHP","","10 и более лет","0.25",3800,0,"Киев","до 200 человек","Продуктовая","мужской",36,"Среднее","","False","выше среднего","Веб-разработка,eCommerce","21/12/2015 13:02:55","Mozilla/5.0 (Linux; Android 5.0.1; Nexus 5 Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.83 Mobile Safari/537.36",10,0.25,"Киев",3800,NA,"DEV"
"1080",NA,"Junior Software Engineer","PHP","","1","меньше 3 месяцев",500,0,"Киев","до 50 человек","Продуктовая","мужской",22,"Незаконченное высшее","НТУУ «КПИ»","True","ниже среднего","Веб-разработка,eCommerce","21/12/2015 13:02:58","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",1,0,"Киев",500,NA,"DEV"
"1081",NA,"Designer","","","3","меньше 3 месяцев",1400,700,"Харьков","до 200 человек","Аутстаффинговая","мужской",23,"Высшее","ХНУРЭ","False","средний","Android,iOS","21/12/2015 13:03:01","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.73 Safari/537.36 OPR/34.0.2036.25",3,0,"Харьков",1400,NA,""
"1082",NA,"Junior Software Engineer","JavaScript","","1","0.5",350,150,"Киев","до 10 человек","Стартап","мужской",24,"Высшее","НАУ","False","ниже среднего","Веб-разработка","21/12/2015 13:03:06","Mozilla/5.0 (iPhone; CPU iPhone OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13C75 Safari/601.1",1,0.5,"Киев",350,NA,"DEV"
"1083",NA,"Business analyst","","","5","1",2500,1500,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",28,"Высшее","КНУТД","False","продвинутый","Финансы и банки","21/12/2015 13:03:19","Mozilla/5.0 (Linux; Android 5.1.1; A0001 Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.83 Mobile Safari/537.36",5,1,"Киев",2500,NA,""
"1084",NA,"Software Engineer","Java","","2","0.5",1100,400,"Харьков","до 50 человек","Продуктовая","мужской",23,"Высшее","ХНУРЭ","True","выше среднего","Другое","21/12/2015 13:03:28","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:43.0) Gecko/20100101 Firefox/43.0",2,0.5,"Харьков",1100,NA,"DEV"
"1085",NA,"Senior Software Engineer","Ruby/Rails","","5","0.25",4500,1000,"Одесса","до 50 человек","Продуктовая","мужской",31,"Высшее","Другой вуз","False","выше среднего","Веб-разработка","21/12/2015 13:03:29","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",5,0.25,"Одесса",4500,NA,"DEV"
"1086",NA,"Software Engineer","Java","","4","0.5",1200,400,"Ровно","свыше 1000 человек","Аутсорсинговая","женский",23,"Высшее","Львовская Политехника","False","средний","Веб-разработка","21/12/2015 13:03:34","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0",4,0.5,"other",1200,NA,"DEV"
"1087",NA,"Software Engineer","Java","","2","меньше 3 месяцев",900,-220,"Другой","до 10 человек","Стартап","мужской",24,"Высшее","Другой вуз","False","ниже среднего","Android","21/12/2015 13:03:38","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",2,0,"other",900,NA,"DEV"
"1088",NA,"HR","","","7","1",2250,225,"Киев","до 50 человек","Аутсорсинговая","женский",29,"Высшее","НТУУ «КПИ»","False","выше среднего","Другое","21/12/2015 13:03:56","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2",7,1,"Киев",2250,NA,""
"1089",NA,"QA engineer","","General QA","3","2",1200,0,"Киев","до 200 человек","Продуктовая","мужской",23,"Высшее","НТУУ «КПИ»","False","средний","Веб-разработка","21/12/2015 13:04:14","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0",3,2,"Киев",1200,NA,"QA"
"1090",NA,"Sales manager","","","3","3",500,-200,"Днепр.","до 50 человек","Аутсорсинговая","мужской",27,"Высшее","НГУ","False","ниже среднего","iOS,Веб-разработка","21/12/2015 13:04:16","Mozilla/5.0 (iPhone; CPU iPhone OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13C75 Safari/601.1",3,3,"Днепр.",500,NA,""
"1091",NA,"Project manager","","","3","3",1500,0,"Львов","до 50 человек","Аутсорсинговая","женский",30,"Высшее","ДонНУ","False","продвинутый","Веб-разработка","21/12/2015 13:04:23","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",3,3,"Львов",1500,NA,"PM"
"1092",NA,"Senior Software Engineer","Java","","5","2",4300,600,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",29,"Высшее","НТУУ «КПИ»","False","выше среднего","Веб-разработка,Корпоративные системы","21/12/2015 13:04:28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",5,2,"Киев",4300,NA,"DEV"
"1093",NA,"Software Engineer","C#/.NET","","3","3",2100,50,"Днепр.","до 200 человек","Продуктовая","мужской",25,"Высшее","ДНУ им. Гончара","False","выше среднего","Веб-разработка","21/12/2015 13:04:40","Mozilla/5.0 (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; NOKIA; Lumia 630 Dual SIM) like iPhone OS 7_0_3 Mac OS X AppleWebKit/537 (KHTML, like Gecko) Mobile Safari/537",3,3,"Днепр.",2100,NA,"DEV"
"1094",NA,"Sales manager","","","3","3",350,0,"Львов","до 50 человек","Аутстаффинговая","женский",31,"Два высших","ЛНУ им. Франко","False","выше среднего","Другое","21/12/2015 13:04:43","Mozilla/5.0 (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; NOKIA; Lumia 630 Dual SIM) like iPhone OS 7_0_3 Mac OS X AppleWebKit/537 (KHTML, like Gecko) Mobile Safari/537",3,3,"Львов",350,NA,""
"1095",NA,"Software Engineer","Python","","9","1.5",2500,500,"Львов","свыше 1000 человек","Аутстаффинговая","мужской",26,"Высшее","Другой вуз","False","средний","Корпоративные системы,Другое","21/12/2015 13:04:45","Mozilla/5.0 (iPad; CPU OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13C75 Safari/601.1",9,1.5,"Львов",2500,NA,"DEV"
"1096",NA,"Senior Software Engineer","Flex/Flash/AIR","","7","1",2600,0,"Харьков","до 200 человек","Аутстаффинговая","мужской",31,"Два высших","ХНУРЭ","False","средний","Веб-разработка,Корпоративные системы","21/12/2015 13:04:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",7,1,"Харьков",2600,NA,"DEV"
"1097",NA,"HR","","","2","2",600,150,"Днепр.","до 50 человек","Аутсорсинговая","женский",25,"Высшее","Другой вуз","False","продвинутый","Другое","21/12/2015 13:04:59","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0",2,2,"Днепр.",600,NA,""
"1098",NA,"Software Engineer","JavaScript","","6","1",2200,0,"Киев","до 50 человек","Аутсорсинговая","мужской",25,"Высшее","Другой вуз","False","средний","Веб-разработка","21/12/2015 13:05:11","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.80 Safari/537.36",6,1,"Киев",2200,NA,"DEV"
"1099",NA,"Senior Software Engineer","PHP","","10 и более лет","1.5",2000,150,"Харьков","до 200 человек","Аутсорсинговая","мужской",32,"Высшее","ДонНТУ","False","средний","Веб-разработка,Финансы и банки","21/12/2015 13:05:20","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/47.0.2526.73 Chrome/47.0.2526.73 Safari/537.36",10,1.5,"Харьков",2000,NA,"DEV"
"1100",NA,"QA engineer","","Manual QA","4","4",1300,0,"Харьков","до 1000 человек","Аутсорсинговая","мужской",27,"Высшее","НТУ «ХПИ»","False","выше среднего","Финансы и банки,eCommerce","21/12/2015 13:05:29","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",4,4,"Харьков",1300,NA,"QA"
"1101",NA,"Senior Software Engineer","Java","","10 и более лет","меньше 3 месяцев",4800,1300,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",35,"Высшее","Львовская Политехника","False","выше среднего","Финансы и банки,eCommerce","21/12/2015 13:05:31","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0",10,0,"Киев",4800,NA,"DEV"
"1102",NA,"Senior Software Engineer","Swift","","5","2",4130,800,"Киев","до 1000 человек","Аутсорсинговая","мужской",24,"Высшее","КНУ им. Шевченко","False","выше среднего","iOS,Desktop Applications","21/12/2015 13:05:32","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",5,2,"Киев",4130,NA,"DEV"
"1103",NA,"Software Engineer","JavaScript","","3","0.5",1700,500,"Харьков","до 1000 человек","Аутсорсинговая","мужской",30,"Среднее","","False","ниже среднего","Веб-разработка","21/12/2015 13:06:07","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",3,0.5,"Харьков",1700,NA,"DEV"
"1104",NA,"System Architect","Java","","10 и более лет","6",4600,200,"Львов","до 1000 человек","Аутсорсинговая","мужской",29,"Незаконченное высшее","Другой вуз","False","средний","Корпоративные системы","21/12/2015 13:06:14","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",10,6,"Львов",4600,NA,"SDEV"
"1105",NA,"Senior Project Manager / Program Manager","","","5","меньше 3 месяцев",3500,300,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",29,"Высшее","ДонНТУ","False","продвинутый","Телекоммуникации,Корпоративные системы","21/12/2015 13:06:20","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 YaBrowser/15.10.2454.3865 Safari/537.36",5,0,"Киев",3500,NA,"SPM"
"1106",NA,"Junior Software Engineer","Python","","0.5","меньше 3 месяцев",400,100,"Днепр.","до 10 человек","Аутсорсинговая","мужской",36,"Высшее","Другой вуз","False","ниже среднего","Веб-разработка,eCommerce","21/12/2015 13:06:22","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:43.0) Gecko/20100101 Firefox/43.0",0.5,0,"Днепр.",400,NA,"DEV"
