"X","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"1769",NA,"Team lead","","","2.5","1.25",800,100,"Киев","до 10 человек","Продуктовая","мужской",23,"Незаконченное высшее","True","выше среднего","Веб-разработка,Системное программирование","20/05/2014 15:54:05","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",2.5,1.25,"Киев",800,NA,"PM"
"1770",NA,"Software Engineer","C++","","2","1",1800,100,"Киев","до 1000 человек","Продуктовая","мужской",24,"Высшее","False","средний","Desktop Applications","20/05/2014 15:54:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",2,1,"Киев",1800,NA,"DEV"
"1771",NA,"QA engineer","","Automation QA","2.5","2.5",909,426,"Киев","до 200 человек","Аутстаффинговая","мужской",32,"Высшее","False","продвинутый","Телекоммуникации","20/05/2014 15:54:12","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",2.5,2.5,"Киев",909,NA,"QA"
"1772",NA,"QA engineer","","Manual QA","1.25","1.25",600,400,"Харьков","до 50 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","True","ниже среднего","Windows Phone","20/05/2014 15:54:13","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.102 Safari/537.36",1.25,1.25,"Харьков",600,NA,"QA"
"1773",NA,"Software Engineer","Java","","8.5","0.5",3800,300,"Харьков","до 200 человек","Продуктовая","мужской",26,"Высшее","False","продвинутый","eCommerce","20/05/2014 15:54:18","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",8.5,0.5,"Харьков",3800,NA,"DEV"
"1774",NA,"Junior Software Engineer","JavaScript","","0.75","0.75",700,200,"Киев","до 1000 человек","Продуктовая","мужской",23,"Высшее","False","средний","Веб-разработка","20/05/2014 15:54:25","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",0.75,0.75,"Киев",700,NA,"DEV"
"1775",NA,"Technical Lead","C#/.NET","","6.5","6.5",2200,350,"Львов","до 1000 человек","Аутсорсинговая","мужской",26,"Кандидат","False","продвинутый","Веб-разработка,Корпоративные системы","20/05/2014 15:54:30","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36",6.5,6.5,"Львов",2200,NA,"SDEV"
"1776",NA,"Senior Software Engineer","C#/.NET","","10 и более лет","4",2300,300,"Харьков","до 50 человек","Аутсорсинговая","мужской",28,"Высшее","False","выше среднего","Desktop Applications,Корпоративные системы","20/05/2014 15:54:33","Mozilla/5.0 (Windows NT 6.1; rv:28.0) Gecko/20100101 Firefox/28.0",10,4,"Харьков",2300,NA,"DEV"
"1777",NA,"Junior Software Engineer","C#/.NET","","меньше 3 месяцев","меньше 3 месяцев",600,200,"Харьков","до 1000 человек","Аутсорсинговая","мужской",35,"Высшее","False","ниже среднего","Веб-разработка,eCommerce","20/05/2014 15:54:59","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",0,0,"Харьков",600,NA,"DEV"
"1778",NA,"QA engineer","","Manual QA","3","3",1187,300,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",33,"Незаконченное высшее","False","средний","Веб-разработка,eCommerce","20/05/2014 15:55:07","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",3,3,"Львов",1187,NA,"QA"
"1779",NA,"Software Engineer","Objective-C","","1.5","1.5",700,0,"Другой","до 10 человек","Стартап","мужской",25,"Незаконченное высшее","False","средний","iOS","20/05/2014 15:55:08","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/7.0.2 Safari/537.74.9",1.5,1.5,"other",700,NA,"DEV"
"1780",NA,"HR","","","5","2",700,100,"Харьков","до 50 человек","Аутсорсинговая","женский",32,"Высшее","False","выше среднего","Другое","20/05/2014 15:55:10","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",5,2,"Харьков",700,NA,""
"1781",NA,"Junior Software Engineer","PHP","","1.5","2",700,0,"Черкассы","до 10 человек","Аутсорсинговая","мужской",29,"Высшее","False","средний","Веб-разработка","20/05/2014 15:55:23","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/34.0.1847.116 Chrome/34.0.1847.116 Safari/537.36",1.5,2,"other",700,NA,"DEV"
"1782",NA,"Junior Software Engineer","JavaScript","","1","1",700,700,"Львов","до 10 человек","Аутсорсинговая","мужской",23,"Высшее","False","средний","Веб-разработка,Корпоративные системы","20/05/2014 15:55:26","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1,1,"Львов",700,NA,"DEV"
"1783",NA,"Senior Software Engineer","C#/.NET","","10 и более лет","1.5",2200,-300,"Севастополь","свыше 1000 человек","Аутсорсинговая","мужской",34,"Высшее","False","средний","Desktop Applications","20/05/2014 15:55:28","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",10,1.5,"other",2200,NA,"DEV"
"1784",NA,"Software Engineer","PHP","","3","1.25",2200,1500,"Харьков","до 50 человек","Аутстаффинговая","мужской",30,"Высшее","False","средний","Веб-разработка","20/05/2014 15:55:39","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",3,1.25,"Харьков",2200,NA,"DEV"
"1785",NA,"Software Engineer","C#/.NET","","2.5","2.5",2000,500,"Днепр.","до 50 человек","Аутсорсинговая","мужской",24,"Высшее","False","продвинутый","Финансы и банки,Корпоративные системы","20/05/2014 15:55:48","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",2.5,2.5,"Днепр.",2000,NA,"DEV"
"1786",NA,"Junior Software Engineer","Java","","0.75","0.75",520,520,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","False","ниже среднего","Веб-разработка","20/05/2014 15:55:58","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",0.75,0.75,"Львов",520,NA,"DEV"
"1787",NA,"Software Engineer","Objective-C","","1","0.5",1000,450,"Киев","до 10 человек","Продуктовая","мужской",25,"Высшее","False","средний","iOS","20/05/2014 15:56:00","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",1,0.5,"Киев",1000,NA,"DEV"
"1788",NA,"Software Engineer","Ruby/Rails","","2.5","0.5",2700,900,"Киев","до 200 человек","Продуктовая","мужской",23,"Высшее","False","выше среднего","Веб-разработка","20/05/2014 15:56:06","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",2.5,0.5,"Киев",2700,NA,"DEV"
"1789",NA,"Project manager","","","1.5","0.25",3000,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",28,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","20/05/2014 15:56:10","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1.5,0.25,"Киев",3000,NA,"PM"
"1790",NA,"Junior QA engineer","","Manual QA","2","1.5",1000,400,"Харьков","до 10 человек","Продуктовая","мужской",30,"Высшее","False","средний","","20/05/2014 15:56:22","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",2,1.5,"Харьков",1000,NA,"QA"
"1791",NA,"Senior Software Engineer","C#/.NET","","10 и более лет","7",3183,165,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",34,"Высшее","False","продвинутый","Веб-разработка","20/05/2014 15:57:02","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:29.0; Webforum-ffExt:1.7614) Gecko/20100101 Firefox/29.0",10,7,"Киев",3183,NA,"DEV"
"1792",NA,"Software Engineer","C#/.NET","","2","2",1600,600,"Киев","до 1000 человек","Аутсорсинговая","мужской",26,"Незаконченное высшее","True","средний","Веб-разработка","20/05/2014 15:57:06","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",2,2,"Киев",1600,NA,"DEV"
"1793",NA,"Software Engineer","Ruby/Rails","","1.5","0.75",1900,800,"Киев","до 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Веб-разработка","20/05/2014 15:57:08","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1.5,0.75,"Киев",1900,NA,"DEV"
"1794",NA,"Senior Software Engineer","Objective-C","","3","1.5",2700,0,"Днепр.","до 1000 человек","Аутсорсинговая","мужской",26,"Высшее","False","средний","iOS","20/05/2014 15:57:09","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",3,1.5,"Днепр.",2700,NA,"DEV"
"1795",NA,"Senior QA engineer","","Automation QA","7","3",3125,500,"Харьков","до 200 человек","Аутсорсинговая","мужской",29,"Высшее","False","выше среднего","Веб-разработка,eCommerce","20/05/2014 15:57:15","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",7,3,"Харьков",3125,NA,"QA"
"1796",NA,"Junior QA engineer","","Manual QA","0.75","0.75",430,145,"Львов","свыше 1000 человек","Другая","мужской",28,"Незаконченное высшее","False","продвинутый","Desktop Applications,Веб-разработка","20/05/2014 15:57:18","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",0.75,0.75,"Львов",430,NA,"QA"
"1797",NA,"Senior Software Engineer","C++","","10 и более лет","меньше 3 месяцев",2600,0,"Киев","до 200 человек","Продуктовая","мужской",36,"Высшее","False","средний","Системное программирование","20/05/2014 15:57:20","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0",10,0,"Киев",2600,NA,"DEV"
"1798",NA,"Technical Lead","PHP","","10 и более лет","6.5",4000,300,"Киев","до 50 человек","Продуктовая","мужской",29,"Высшее","False","выше среднего","Веб-разработка","20/05/2014 15:57:43","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",10,6.5,"Киев",4000,NA,"SDEV"
"1799",NA,"Software Engineer","PHP","","3","0.5",2600,850,"Киев","до 200 человек","Продуктовая","мужской",22,"Высшее","False","ниже среднего","Desktop Applications,Веб-разработка","20/05/2014 15:57:53","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",3,0.5,"Киев",2600,NA,"DEV"
"1800",NA,"Senior Software Engineer","Java","","8","1",4750,0,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",30,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","20/05/2014 15:57:55","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",8,1,"Киев",4750,NA,"DEV"
"1801",NA,"Technical Lead","C#/.NET","","10 и более лет","7",3400,200,"Днепр.","до 50 человек","Продуктовая","мужской",37,"Высшее","False","продвинутый","Desktop Applications,Финансы и банки","20/05/2014 15:57:56","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",10,7,"Днепр.",3400,NA,"SDEV"
"1802",NA,"Software Engineer","Java","","0.5","0.25",1370,140,"Львов","до 10 человек","Стартап","мужской",20,"Незаконченное высшее","True","выше среднего","Веб-разработка,eCommerce","20/05/2014 15:58:03","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",0.5,0.25,"Львов",1370,NA,"DEV"
"1803",NA,"Software Engineer","JavaScript","","2","0.25",2000,1000,"Киев","до 10 человек","Другая","мужской",23,"Незаконченное высшее","False","средний","Веб-разработка","20/05/2014 15:58:16","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",2,0.25,"Киев",2000,NA,"DEV"
"1804",NA,"Support","","","1","1",1100,0,"Киев","до 200 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Desktop Applications","20/05/2014 15:58:24","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1,1,"Киев",1100,NA,""
"1805",NA,"Junior Software Engineer","Java","","0.5","0.5",750,750,"Киев","до 50 человек","Стартап","мужской",27,"Высшее","False","средний","Desktop Applications,Системное программирование","20/05/2014 15:58:25","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",0.5,0.5,"Киев",750,NA,"DEV"
"1806",NA,"Project manager","","","3","3",900,100,"Львов","до 50 человек","Аутсорсинговая","мужской",33,"Среднее","False","выше среднего","Веб-разработка,eCommerce","20/05/2014 15:58:33","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.5 Safari/537.36",3,3,"Львов",900,NA,"PM"
